Data Source,Frequency [D/H],Observation time UTC,PERIOD [hrs],Direction [deg T],Speed [m/s]
M,H,2007-12-13T18:00:00Z,0.17,,11.84
M,H,2007-12-14T00:00:00Z,0.17,,13.38
M,H,2007-12-14T01:00:00Z,0.17,,13.38
M,H,2007-12-14T04:00:00Z,0.17,,14.41
M,H,2007-12-14T19:00:00Z,0.17,,15.96
M,H,2007-12-17T21:00:00Z,0.17,,12.35
M,H,2007-12-17T23:00:00Z,0.17,,10.3
M,H,2007-12-20T02:00:00Z,0.17,,12.87
M,H,2007-12-22T02:00:00Z,0.17,,14.41
M,H,2007-12-22T05:00:00Z,0.17,,11.84
M,H,2007-12-22T06:00:00Z,0.17,,13.38
M,H,2007-12-22T09:00:00Z,0.17,,12.35
M,H,2007-12-22T10:00:00Z,0.17,,13.9
M,H,2007-12-22T11:00:00Z,0.17,,13.9
M,H,2007-12-22T13:00:00Z,0.17,,8.75
M,H,2007-12-22T14:00:00Z,0.17,,14.93
M,H,2007-12-27T07:00:00Z,0.17,,15.44
M,H,2007-12-30T05:00:00Z,0.17,,12.87
M,H,2007-12-30T07:00:00Z,0.17,,13.38
M,H,2008-01-09T11:00:00Z,0.17,,16.99
M,H,2008-01-09T12:00:00Z,0.17,,16.99
M,H,2008-01-09T13:00:00Z,0.17,,16.47
M,H,2008-01-09T17:00:00Z,0.17,,14.93
M,H,2008-01-09T18:00:00Z,0.17,,14.93
M,H,2008-01-09T22:00:00Z,0.17,,12.87
M,H,2008-01-09T23:00:00Z,0.17,,15.96
M,H,2008-01-10T00:00:00Z,0.17,,14.93
M,H,2008-01-12T01:00:00Z,0.17,,11.32
M,H,2008-01-13T00:00:00Z,0.17,,17.5
M,H,2008-01-13T01:00:00Z,0.17,,17.5
M,H,2008-01-17T04:00:00Z,0.17,,15.44
M,H,2008-01-17T07:00:00Z,0.17,,13.9
M,H,2008-01-17T08:00:00Z,0.17,,13.9
M,H,2008-01-20T11:00:00Z,0.17,,13.9
M,H,2008-01-20T13:00:00Z,0.17,,11.84
M,H,2008-01-21T23:00:00Z,0.17,,10.81
M,H,2008-01-22T04:00:00Z,0.17,,11.84
M,H,2008-01-22T06:00:00Z,0.17,,13.38
M,H,2008-01-22T08:00:00Z,0.17,,13.38
M,H,2008-01-22T09:00:00Z,0.17,,16.47
M,H,2008-01-22T10:00:00Z,0.17,,12.87
M,H,2008-01-22T14:00:00Z,0.17,,13.9
M,H,2008-01-23T04:00:00Z,0.17,,16.47
M,H,2008-01-31T23:00:00Z,0.17,,12.87
M,H,2008-02-01T00:00:00Z,0.17,,11.84
M,H,2008-02-01T02:00:00Z,0.17,,15.44
M,H,2008-02-02T09:00:00Z,0.17,,12.87
M,H,2008-02-07T16:00:00Z,0.17,,18.02
M,H,2008-02-07T17:00:00Z,0.17,,14.41
M,H,2008-02-07T18:00:00Z,0.17,,15.96
M,H,2008-02-08T00:00:00Z,0.17,,15.96
M,H,2008-02-14T01:00:00Z,0.17,,12.87
M,H,2008-02-14T03:00:00Z,0.17,,12.35
M,H,2008-02-14T21:00:00Z,0.17,,13.9
M,H,2008-02-14T22:00:00Z,0.17,,12.35
M,H,2008-02-14T23:00:00Z,0.17,,11.32
M,H,2008-02-15T01:00:00Z,0.17,,12.87
M,H,2008-02-15T02:00:00Z,0.17,,12.87
M,H,2008-02-15T03:00:00Z,0.17,,13.38
M,H,2008-02-15T07:00:00Z,0.17,,13.9
M,H,2008-02-15T11:00:00Z,0.17,,14.93
M,H,2008-02-15T14:00:00Z,0.17,,16.47
M,H,2008-02-15T16:00:00Z,0.17,,14.41
M,H,2008-02-15T17:00:00Z,0.17,,13.9
M,H,2008-02-15T18:00:00Z,0.17,,16.47
M,H,2008-02-15T20:00:00Z,0.17,,12.87
M,H,2008-02-15T21:00:00Z,0.17,,15.44
M,H,2008-02-15T22:00:00Z,0.17,,12.87
M,H,2008-02-15T23:00:00Z,0.17,,14.93
M,H,2008-02-16T01:00:00Z,0.17,,14.41
M,H,2008-02-16T02:00:00Z,0.17,,14.93
M,H,2008-02-16T03:00:00Z,0.17,,13.38
M,H,2008-02-16T04:00:00Z,0.17,,14.41
M,H,2008-02-16T18:00:00Z,0.17,,11.84
M,H,2008-02-16T22:00:00Z,0.17,,18.02
M,H,2008-02-16T23:00:00Z,0.17,,16.99
M,H,2008-02-17T00:00:00Z,0.17,,14.41
M,H,2008-02-17T01:00:00Z,0.17,,17.5
M,H,2008-02-17T03:00:00Z,0.17,,22.65
M,H,2008-02-17T04:00:00Z,0.17,,16.47
M,H,2008-02-17T05:00:00Z,0.17,,15.96
M,H,2008-02-17T06:00:00Z,0.17,,16.47
M,H,2008-02-17T07:00:00Z,0.17,,13.9
M,H,2008-02-17T09:00:00Z,0.17,,15.44
M,H,2008-02-17T17:00:00Z,0.17,,12.35
M,H,2008-02-17T23:00:00Z,0.17,,13.9
M,H,2008-02-18T01:00:00Z,0.17,,14.41
M,H,2008-02-20T04:00:00Z,0.17,,19.56
M,H,2008-02-23T00:00:00Z,0.17,,13.38
M,H,2008-02-23T11:00:00Z,0.17,,13.38
M,H,2008-02-23T13:00:00Z,0.17,,12.35
M,H,2008-02-24T07:00:00Z,0.17,,14.93
M,H,2008-03-01T02:00:00Z,0.17,,13.38
M,H,2008-03-01T04:00:00Z,0.17,,9.27
M,H,2008-03-01T05:00:00Z,0.17,,12.35
M,H,2008-03-03T21:00:00Z,0.17,,15.44
M,H,2008-03-03T22:00:00Z,0.17,,12.87
M,H,2008-03-03T23:00:00Z,0.17,,13.38
M,H,2008-03-04T05:00:00Z,0.17,,14.93
M,H,2008-03-04T08:00:00Z,0.17,,11.84
M,H,2008-03-05T00:00:00Z,0.17,,15.96
M,H,2008-03-05T01:00:00Z,0.17,,13.38
M,H,2008-03-05T02:00:00Z,0.17,,13.38
M,H,2008-03-05T03:00:00Z,0.17,,10.81
M,H,2008-03-05T04:00:00Z,0.17,,11.32
M,H,2008-03-05T05:00:00Z,0.17,,12.87
M,H,2008-03-05T07:00:00Z,0.17,,11.32
M,H,2008-03-08T20:00:00Z,0.17,,14.41
M,H,2008-03-08T22:00:00Z,0.17,,14.41
M,H,2008-03-09T02:00:00Z,0.17,,12.87
M,H,2008-03-09T03:00:00Z,0.17,,16.47
M,H,2008-03-09T05:00:00Z,0.17,,13.9
M,H,2008-03-09T06:00:00Z,0.17,,14.41
M,H,2008-03-10T17:00:00Z,0.17,,13.38
M,H,2008-03-10T18:00:00Z,0.17,,11.84
M,H,2008-03-10T19:00:00Z,0.17,,13.38
M,H,2008-03-10T21:00:00Z,0.17,,13.38
M,H,2008-03-10T22:00:00Z,0.17,,12.87
M,H,2008-03-11T01:00:00Z,0.17,,13.38
M,H,2008-03-11T05:00:00Z,0.17,,13.38
M,H,2008-03-11T15:00:00Z,0.17,,11.84
M,H,2008-03-11T22:00:00Z,0.17,,14.41
M,H,2008-03-11T23:00:00Z,0.17,,18.02
M,H,2008-03-12T00:00:00Z,0.17,,16.99
M,H,2008-03-12T01:00:00Z,0.17,,18.02
M,H,2008-03-12T03:00:00Z,0.17,,16.47
M,H,2008-03-21T05:00:00Z,0.17,,15.44
M,H,2008-03-21T06:00:00Z,0.17,,14.41
M,H,2008-03-21T07:00:00Z,0.17,,12.87
M,H,2008-03-30T21:00:00Z,0.17,,12.35
M,H,2008-04-03T04:00:00Z,0.17,,12.35
M,H,2008-04-04T10:00:00Z,0.17,,9.78
M,H,2008-04-08T06:00:00Z,0.17,,10.81
M,H,2008-04-15T04:00:00Z,0.17,,10.3
M,H,2008-04-15T05:00:00Z,0.17,,9.78
M,H,2008-04-17T14:00:00Z,0.17,,15.44
M,H,2008-04-17T17:00:00Z,0.17,,12.87
M,H,2008-04-17T20:00:00Z,0.17,,15.44
M,H,2008-04-18T00:00:00Z,0.17,,13.38
M,H,2008-04-18T01:00:00Z,0.17,,12.35
M,H,2008-04-18T04:00:00Z,0.17,,13.38
M,H,2008-04-18T17:00:00Z,0.17,,12.87
M,H,2008-04-18T18:00:00Z,0.17,,12.87
M,H,2008-04-18T19:00:00Z,0.17,,12.87
M,H,2008-04-19T03:00:00Z,0.17,,13.38
M,H,2008-04-21T05:00:00Z,0.17,,14.93
M,H,2008-04-21T11:00:00Z,0.17,,13.9
M,H,2008-04-21T16:00:00Z,0.17,,14.93
M,H,2008-04-21T17:00:00Z,0.17,,16.99
M,H,2008-04-21T18:00:00Z,0.17,,14.41
M,H,2008-04-21T19:00:00Z,0.17,,14.41
M,H,2008-04-21T21:00:00Z,0.17,,16.47
M,H,2008-04-21T23:00:00Z,0.17,,15.96
M,H,2008-04-22T00:00:00Z,0.17,,14.93
M,H,2008-04-22T01:00:00Z,0.17,,20.08
M,H,2008-04-22T02:00:00Z,0.17,,17.5
M,H,2008-04-22T03:00:00Z,0.17,,15.44
M,H,2008-04-22T04:00:00Z,0.17,,15.96
M,H,2008-04-22T05:00:00Z,0.17,,14.41
M,H,2008-04-22T06:00:00Z,0.17,,15.44
M,H,2008-04-22T08:00:00Z,0.17,,16.47
M,H,2008-04-22T09:00:00Z,0.17,,20.08
M,H,2008-04-22T10:00:00Z,0.17,,19.56
M,H,2008-04-22T11:00:00Z,0.17,,15.44
M,H,2008-04-22T12:00:00Z,0.17,,15.96
M,H,2008-04-22T13:00:00Z,0.17,,18.53
M,H,2008-04-22T14:00:00Z,0.17,,18.53
M,H,2008-04-22T15:00:00Z,0.17,,22.14
M,H,2008-04-22T17:00:00Z,0.17,,21.11
M,H,2008-04-22T18:00:00Z,0.17,,18.02
M,H,2008-04-22T19:00:00Z,0.17,,15.96
M,H,2008-04-22T20:00:00Z,0.17,,15.44
M,H,2008-04-22T21:00:00Z,0.17,,18.02
M,H,2008-04-22T23:00:00Z,0.17,,20.08
M,H,2008-04-23T00:00:00Z,0.17,,15.44
M,H,2008-04-23T02:00:00Z,0.17,,15.96
M,H,2008-04-23T03:00:00Z,0.17,,17.5
M,H,2008-04-23T04:00:00Z,0.17,,15.44
M,H,2008-04-23T07:00:00Z,0.17,,13.38
M,H,2008-04-23T23:00:00Z,0.17,,12.87
M,H,2008-04-29T21:00:00Z,0.17,,13.9
M,H,2008-04-29T22:00:00Z,0.17,,15.44
M,H,2008-04-30T02:00:00Z,0.17,,13.9
M,H,2008-05-01T23:00:00Z,0.17,,17.5
M,H,2008-05-02T05:00:00Z,0.17,,14.93
M,H,2008-05-02T11:00:00Z,0.17,,12.35
M,H,2008-05-11T01:00:00Z,0.17,,12.35
M,H,2008-05-11T02:00:00Z,0.17,,12.87
M,H,2008-05-11T04:00:00Z,0.17,,12.35
M,H,2008-05-13T13:00:00Z,0.17,,13.9
M,H,2008-05-13T14:00:00Z,0.17,,13.9
M,H,2008-05-13T16:00:00Z,0.17,,20.59
M,H,2008-05-13T19:00:00Z,0.17,,15.44
M,H,2008-05-13T20:00:00Z,0.17,,15.44
M,H,2008-05-13T21:00:00Z,0.17,,14.93
M,H,2008-05-13T22:00:00Z,0.17,,12.35
M,H,2008-05-13T23:00:00Z,0.17,,14.41
M,H,2008-05-14T00:00:00Z,0.17,,10.81
M,H,2008-05-14T02:00:00Z,0.17,,14.93
M,H,2008-05-19T10:00:00Z,0.17,,12.35
M,H,2008-05-19T12:00:00Z,0.17,,9.78
M,H,2008-05-19T16:00:00Z,0.17,,12.87
M,H,2008-05-20T01:00:00Z,0.17,,15.96
M,H,2008-05-20T03:00:00Z,0.17,,14.41
M,H,2008-05-20T06:00:00Z,0.17,,13.38
M,H,2008-05-20T07:00:00Z,0.17,,14.41
M,H,2008-05-20T08:00:00Z,0.17,,13.9
M,H,2008-05-20T09:00:00Z,0.17,,14.41
M,H,2008-05-20T10:00:00Z,0.17,,14.41
M,H,2008-05-20T11:00:00Z,0.17,,17.5
M,H,2008-05-20T14:00:00Z,0.17,,18.53
M,H,2008-05-22T01:00:00Z,0.17,,12.87
M,H,2008-05-22T02:00:00Z,0.17,,15.96
M,H,2008-06-03T07:00:00Z,0.17,,12.35
M,H,2008-06-03T08:00:00Z,0.17,,19.05
M,H,2008-06-03T09:00:00Z,0.17,,14.41
M,H,2008-06-03T10:00:00Z,0.17,,12.35
M,H,2008-06-06T10:00:00Z,0.17,,9.78
M,H,2008-06-06T11:00:00Z,0.17,,12.35
M,H,2008-06-06T17:00:00Z,0.17,,16.99
M,H,2008-06-06T18:00:00Z,0.17,,13.38
M,H,2008-06-07T01:00:00Z,0.17,,17.5
M,H,2008-06-07T02:00:00Z,0.17,,15.96
M,H,2008-06-07T09:00:00Z,0.17,,13.38
M,H,2008-06-07T18:00:00Z,0.17,,13.38
M,H,2008-06-07T23:00:00Z,0.17,,13.9
M,H,2008-06-08T02:00:00Z,0.17,,14.93
M,H,2008-06-08T03:00:00Z,0.17,,24.71
M,H,2008-06-08T04:00:00Z,0.17,,21.11
M,H,2008-06-08T05:00:00Z,0.17,,18.53
M,H,2008-06-08T06:00:00Z,0.17,,23.68
M,H,2008-06-08T07:00:00Z,0.17,,19.56
M,H,2008-06-08T08:00:00Z,0.17,,20.08
M,H,2008-06-08T09:00:00Z,0.17,,20.59
M,H,2008-06-08T10:00:00Z,0.17,,17.5
M,H,2008-06-08T11:00:00Z,0.17,,16.99
M,H,2008-06-08T12:00:00Z,0.17,,18.53
M,H,2008-06-08T13:00:00Z,0.17,,19.05
M,H,2008-06-08T14:00:00Z,0.17,,17.5
M,H,2008-06-08T15:00:00Z,0.17,,16.99
M,H,2008-06-08T16:00:00Z,0.17,,14.41
M,H,2008-06-08T18:00:00Z,0.17,,19.05
M,H,2008-06-08T19:00:00Z,0.17,,23.68
M,H,2008-06-08T20:00:00Z,0.17,,22.14
M,H,2008-06-08T21:00:00Z,0.17,,19.56
M,H,2008-06-08T22:00:00Z,0.17,,20.59
M,H,2008-06-08T23:00:00Z,0.17,,25.22
M,H,2008-06-09T00:00:00Z,0.17,,20.08
M,H,2008-06-09T01:00:00Z,0.17,,22.14
M,H,2008-06-09T02:00:00Z,0.17,,21.62
M,H,2008-06-09T03:00:00Z,0.17,,21.62
M,H,2008-06-09T04:00:00Z,0.17,,20.59
M,H,2008-06-09T06:00:00Z,0.17,,18.53
M,H,2008-06-10T02:00:00Z,0.17,,15.44
M,H,2008-06-10T06:00:00Z,0.17,,12.87
M,H,2008-06-23T19:00:00Z,0.17,,16.47
M,H,2008-06-23T22:00:00Z,0.17,,18.02
M,H,2008-06-23T23:00:00Z,0.17,,15.96
M,H,2008-06-24T00:00:00Z,0.17,,19.56
M,H,2008-06-24T01:00:00Z,0.17,,18.53
M,H,2008-06-24T02:00:00Z,0.17,,15.44
M,H,2008-06-24T03:00:00Z,0.17,,14.93
M,H,2008-06-24T07:00:00Z,0.17,,12.35
M,H,2008-06-25T23:00:00Z,0.17,,14.93
M,H,2008-06-27T04:00:00Z,0.17,,12.35
M,H,2008-06-27T08:00:00Z,0.17,,15.96
M,H,2008-07-03T04:00:00Z,0.17,,12.87
M,H,2008-07-04T03:00:00Z,0.17,,16.99
M,H,2008-07-04T05:00:00Z,0.17,,15.44
M,H,2008-07-04T08:00:00Z,0.17,,14.41
M,H,2008-07-04T11:00:00Z,0.17,,15.96
M,H,2008-07-04T19:00:00Z,0.17,,16.99
M,H,2008-07-04T20:00:00Z,0.17,,17.5
M,H,2008-07-04T21:00:00Z,0.17,,15.96
M,H,2008-07-04T22:00:00Z,0.17,,21.11
M,H,2008-07-04T23:00:00Z,0.17,,19.05
M,H,2008-07-05T00:00:00Z,0.17,,18.02
M,H,2008-07-05T01:00:00Z,0.17,,19.56
M,H,2008-07-05T03:00:00Z,0.17,,18.53
M,H,2008-07-05T04:00:00Z,0.17,,15.44
M,H,2008-07-05T05:00:00Z,0.17,,15.44
M,H,2008-07-06T01:00:00Z,0.17,,14.93
M,H,2008-07-06T03:00:00Z,0.17,,12.87
M,H,2008-07-06T06:00:00Z,0.17,,14.93
M,H,2008-07-06T07:00:00Z,0.17,,14.93
M,H,2008-07-06T08:00:00Z,0.17,,15.96
M,H,2008-07-06T17:00:00Z,0.17,,15.96
M,H,2008-07-06T18:00:00Z,0.17,,14.41
M,H,2008-07-06T20:00:00Z,0.17,,10.81
M,H,2008-07-10T07:00:00Z,0.17,,11.32
M,H,2008-07-10T12:00:00Z,0.17,,14.41
M,H,2008-07-10T22:00:00Z,0.17,,12.87
M,H,2008-07-11T08:00:00Z,0.17,,13.38
M,H,2008-07-11T10:00:00Z,0.17,,10.3
M,H,2008-07-11T14:00:00Z,0.17,,13.38
M,H,2008-07-11T17:00:00Z,0.17,,16.99
M,H,2008-07-18T18:00:00Z,0.17,,12.35
M,H,2008-07-20T10:00:00Z,0.17,,14.41
M,H,2008-07-20T11:00:00Z,0.17,,15.44
M,H,2008-07-20T13:00:00Z,0.17,,14.93
M,H,2008-07-20T15:00:00Z,0.17,,14.93
M,H,2008-07-21T20:00:00Z,0.17,,13.9
M,H,2008-07-21T23:00:00Z,0.17,,13.9
M,H,2008-07-22T01:00:00Z,0.17,,12.87
M,H,2008-07-23T18:00:00Z,0.17,,14.93
M,H,2008-07-23T22:00:00Z,0.17,,11.32
M,H,2008-08-03T17:00:00Z,0.17,,14.93
M,H,2008-08-04T21:00:00Z,0.17,,11.32
M,H,2008-08-05T01:00:00Z,0.17,,14.41
M,H,2008-08-05T02:00:00Z,0.17,,13.9
M,H,2008-08-05T03:00:00Z,0.17,,13.9
M,H,2008-08-05T05:00:00Z,0.17,,14.93
M,H,2008-08-05T08:00:00Z,0.17,,16.47
M,H,2008-08-05T12:00:00Z,0.17,,14.93
M,H,2008-08-05T14:00:00Z,0.17,,14.93
M,H,2008-08-05T16:00:00Z,0.17,,13.38
M,H,2008-08-05T17:00:00Z,0.17,,13.38
M,H,2008-08-07T23:00:00Z,0.17,,11.84
M,H,2008-08-08T06:00:00Z,0.17,,13.38
M,H,2008-08-08T13:00:00Z,0.17,,12.35
M,H,2008-08-14T07:00:00Z,0.17,,14.93
M,H,2008-08-17T06:00:00Z,0.17,,11.32
M,H,2008-08-17T18:00:00Z,0.17,,12.87
M,H,2008-08-17T23:00:00Z,0.17,,12.87
M,H,2008-08-18T01:00:00Z,0.17,,11.84
M,H,2008-08-18T05:00:00Z,0.17,,13.9
M,H,2008-08-18T06:00:00Z,0.17,,12.87
M,H,2008-08-22T05:00:00Z,0.17,,11.84
M,H,2008-08-28T00:00:00Z,0.17,,12.87
M,H,2008-08-28T02:00:00Z,0.17,,14.93
M,H,2008-08-28T03:00:00Z,0.17,,15.96
M,H,2008-08-28T04:00:00Z,0.17,,17.5
M,H,2008-08-29T01:00:00Z,0.17,,12.87
M,H,2008-09-02T00:00:00Z,0.17,,10.81
M,H,2008-09-18T01:00:00Z,0.17,,11.32
M,H,2008-09-18T03:00:00Z,0.17,,11.32
M,H,2008-09-20T22:00:00Z,0.17,,15.44
M,H,2008-09-20T23:00:00Z,0.17,,11.84
M,H,2008-09-21T01:00:00Z,0.17,,19.56
M,H,2008-09-21T02:00:00Z,0.17,,19.56
M,H,2008-09-21T23:00:00Z,0.17,,14.93
M,H,2008-09-22T00:00:00Z,0.17,,10.81
M,H,2008-09-22T03:00:00Z,0.17,,11.32
M,H,2008-09-22T07:00:00Z,0.17,,11.84
M,H,2008-09-22T23:00:00Z,0.17,,16.99
M,H,2008-09-23T02:00:00Z,0.17,,18.02
M,H,2008-09-23T03:00:00Z,0.17,,17.5
M,H,2008-09-23T04:00:00Z,0.17,,15.96
M,H,2008-09-23T05:00:00Z,0.17,,11.32
M,H,2008-09-23T07:00:00Z,0.17,,13.9
M,H,2008-09-24T03:00:00Z,0.17,,12.87
M,H,2008-09-26T11:00:00Z,0.17,,12.35
M,H,2008-09-26T12:00:00Z,0.17,,11.84
M,H,2008-09-28T22:00:00Z,0.17,,10.3
M,H,2008-09-29T12:00:00Z,0.17,,13.9
M,H,2008-09-29T21:00:00Z,0.17,,13.9
M,H,2008-09-30T16:00:00Z,0.17,,12.35
M,H,2008-09-30T20:00:00Z,0.17,,13.38
M,H,2008-09-30T21:00:00Z,0.17,,12.35
M,H,2008-09-30T22:00:00Z,0.17,,20.59
M,H,2008-09-30T23:00:00Z,0.17,,15.96
M,H,2008-10-01T00:00:00Z,0.17,,18.53
M,H,2008-10-01T01:00:00Z,0.17,,18.53
M,H,2008-10-01T02:00:00Z,0.17,,14.93
M,H,2008-10-01T04:00:00Z,0.17,,14.41
M,H,2008-10-02T01:00:00Z,0.17,,11.32
M,H,2008-10-02T17:00:00Z,0.17,,11.84
M,H,2008-10-03T13:00:00Z,0.17,,14.41
M,H,2008-10-03T14:00:00Z,0.17,,13.38
M,H,2008-10-03T20:00:00Z,0.17,,10.81
M,H,2008-10-03T23:00:00Z,0.17,,14.41
M,H,2008-10-04T00:00:00Z,0.17,,17.5
M,H,2008-10-04T01:00:00Z,0.17,,15.96
M,H,2008-10-04T03:00:00Z,0.17,,15.44
M,H,2008-10-04T04:00:00Z,0.17,,15.44
M,H,2008-10-04T05:00:00Z,0.17,,13.9
M,H,2008-10-04T06:00:00Z,0.17,,12.35
M,H,2008-10-08T05:00:00Z,0.17,,13.38
M,H,2008-10-08T09:00:00Z,0.17,,16.99
M,H,2008-10-08T18:00:00Z,0.17,,13.9
M,H,2008-10-08T20:00:00Z,0.17,,13.38
M,H,2008-10-10T02:00:00Z,0.17,,13.9
M,H,2008-10-10T03:00:00Z,0.17,,16.47
M,H,2008-10-10T04:00:00Z,0.17,,15.96
M,H,2008-10-10T22:00:00Z,0.17,,15.96
M,H,2008-10-10T23:00:00Z,0.17,,18.02
M,H,2008-10-11T00:00:00Z,0.17,,16.47
M,H,2008-10-11T01:00:00Z,0.17,,16.99
M,H,2008-10-11T02:00:00Z,0.17,,16.99
M,H,2008-10-11T03:00:00Z,0.17,,16.99
M,H,2008-10-11T04:00:00Z,0.17,,15.44
M,H,2008-10-15T23:00:00Z,0.17,,9.78
M,H,2008-10-17T16:00:00Z,0.17,,12.35
M,H,2008-10-18T02:00:00Z,0.17,,14.93
M,H,2008-10-18T03:00:00Z,0.17,,14.93
M,H,2008-10-19T22:00:00Z,0.17,,12.35
M,H,2008-10-20T22:00:00Z,0.17,,11.32
M,H,2008-10-20T23:00:00Z,0.17,,12.35
M,H,2008-10-22T05:00:00Z,0.17,,12.35
M,H,2008-10-22T09:00:00Z,0.17,,10.81
M,H,2008-10-25T00:00:00Z,0.17,,13.38
M,H,2008-10-25T05:00:00Z,0.17,,14.41
M,H,2008-10-25T06:00:00Z,0.17,,14.41
M,H,2008-10-25T07:00:00Z,0.17,,13.9
M,H,2008-10-25T08:00:00Z,0.17,,12.35
M,H,2008-10-25T09:00:00Z,0.17,,13.9
M,H,2008-10-25T10:00:00Z,0.17,,13.38
M,H,2008-10-26T03:00:00Z,0.17,,12.35
M,H,2008-10-27T21:00:00Z,0.17,,10.81
M,H,2008-10-28T00:00:00Z,0.17,,12.87
M,H,2008-10-28T01:00:00Z,0.17,,11.84
M,H,2008-10-28T02:00:00Z,0.17,,14.41
M,H,2008-10-28T03:00:00Z,0.17,,20.59
M,H,2008-10-28T04:00:00Z,0.17,,15.96
M,H,2008-10-28T05:00:00Z,0.17,,13.9
M,H,2008-10-28T07:00:00Z,0.17,,18.02
M,H,2008-10-29T00:00:00Z,0.17,,11.84
M,H,2008-10-29T05:00:00Z,0.17,,18.53
M,H,2008-10-29T06:00:00Z,0.17,,16.47
M,H,2008-10-30T02:00:00Z,0.17,,17.5
M,H,2008-10-30T04:00:00Z,0.17,,15.44
M,H,2008-10-30T05:00:00Z,0.17,,16.99
M,H,2008-10-31T17:00:00Z,0.17,,10.81
M,H,2008-10-31T22:00:00Z,0.17,,15.96
M,H,2008-10-31T23:00:00Z,0.17,,13.9
M,H,2008-11-01T00:00:00Z,0.17,,15.44
M,H,2008-11-01T01:00:00Z,0.17,,24.71
M,H,2008-11-01T02:00:00Z,0.17,,24.71
M,H,2008-11-01T03:00:00Z,0.17,,22.14
M,H,2008-11-01T04:00:00Z,0.17,,18.02
M,H,2008-11-01T05:00:00Z,0.17,,18.53
M,H,2008-11-01T06:00:00Z,0.17,,16.99
M,H,2008-11-01T07:00:00Z,0.17,,14.93
M,H,2008-11-01T10:00:00Z,0.17,,13.9
M,H,2008-11-01T17:00:00Z,0.17,,13.9
M,H,2008-11-04T22:00:00Z,0.17,,18.02
M,H,2008-11-05T00:00:00Z,0.17,,18.02
M,H,2008-11-05T02:00:00Z,0.17,,15.44
M,H,2008-11-05T03:00:00Z,0.17,,18.02
M,H,2008-11-05T04:00:00Z,0.17,,20.08
M,H,2008-11-05T05:00:00Z,0.17,,13.38
M,H,2008-11-05T07:00:00Z,0.17,,14.93
M,H,2008-11-05T10:00:00Z,0.17,,15.96
M,H,2008-11-05T11:00:00Z,0.17,,16.99
M,H,2008-11-05T22:00:00Z,0.17,,13.38
M,H,2008-11-06T02:00:00Z,0.17,,13.9
M,H,2008-11-06T06:00:00Z,0.17,,12.35
M,H,2008-11-06T20:00:00Z,0.17,,11.32
M,H,2008-11-08T11:00:00Z,0.17,,12.87
M,H,2008-11-08T13:00:00Z,0.17,,14.41
M,H,2008-11-08T15:00:00Z,0.17,,15.44
M,H,2008-11-09T04:00:00Z,0.17,,11.84
M,H,2008-11-15T05:00:00Z,0.17,,13.38
M,H,2008-11-15T06:00:00Z,0.17,,13.38
M,H,2008-11-15T08:00:00Z,0.17,,16.47
M,H,2008-11-16T19:00:00Z,0.17,,12.35
M,H,2008-11-17T03:00:00Z,0.17,,13.9
M,H,2008-11-18T00:00:00Z,0.17,,16.99
M,H,2008-11-18T01:00:00Z,0.17,,15.44
M,H,2008-11-18T02:00:00Z,0.17,,15.44
M,H,2008-11-18T04:00:00Z,0.17,,14.41
M,H,2008-11-18T21:00:00Z,0.17,,11.32
M,H,2008-11-19T01:00:00Z,0.17,,14.93
M,H,2008-11-19T04:00:00Z,0.17,,12.35
M,H,2008-11-19T20:00:00Z,0.17,,14.93
M,H,2008-11-19T21:00:00Z,0.17,,13.38
M,H,2008-11-20T20:00:00Z,0.17,,15.44
M,H,2008-11-21T00:00:00Z,0.17,,12.87
M,H,2008-11-22T06:00:00Z,0.17,,10.81
M,H,2008-11-24T23:00:00Z,0.17,,18.53
M,H,2008-11-25T00:00:00Z,0.17,,13.38
M,H,2008-11-25T02:00:00Z,0.17,,12.35
M,H,2008-11-25T03:00:00Z,0.17,,13.38
M,H,2008-11-25T04:00:00Z,0.17,,16.99
M,H,2008-11-25T05:00:00Z,0.17,,12.35
M,H,2008-11-25T23:00:00Z,0.17,,13.38
M,H,2008-11-29T03:00:00Z,0.17,,11.32
M,H,2008-11-29T22:00:00Z,0.17,,14.41
M,H,2008-11-30T00:00:00Z,0.17,,14.41
M,H,2008-11-30T02:00:00Z,0.17,,15.44
M,H,2008-11-30T03:00:00Z,0.17,,14.93
M,H,2008-11-30T04:00:00Z,0.17,,16.99
M,H,2008-11-30T05:00:00Z,0.17,,16.99
M,H,2008-11-30T07:00:00Z,0.17,,16.99
M,H,2008-11-30T11:00:00Z,0.17,,14.93
M,H,2008-11-30T14:00:00Z,0.17,,15.96
M,H,2008-11-30T15:00:00Z,0.17,,15.96
M,H,2008-12-04T00:00:00Z,0.17,,12.87
M,H,2008-12-06T21:00:00Z,0.17,,14.93
M,H,2008-12-07T00:00:00Z,0.17,,14.93
M,H,2008-12-10T20:00:00Z,0.17,,8.24
M,H,2008-12-12T00:00:00Z,0.17,,10.3
M,H,2008-12-14T14:00:00Z,0.17,,9.27
M,H,2008-12-16T13:00:00Z,0.17,,11.32
M,H,2008-12-16T17:00:00Z,0.17,,13.38
M,H,2008-12-16T19:00:00Z,0.17,,14.41
M,H,2008-12-16T20:00:00Z,0.17,,18.02
M,H,2008-12-16T22:00:00Z,0.17,,16.47
